Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Source
7028429,57,Female,Blouse,Clothing,29,California,XL,Charcoal,Summer,3.6,No,Next Day Air,No,No,31,Credit Card,Bi-Weekly,Synthetic Data
5052527,51,Female,Sweater,Clothing,65,Montana,M,Black,Spring,3.7,No,Store Pickup,No,No,19,Bank Transfer,Quarterly,Synthetic Data
5329335,69,Female,Shoes,Footwear,96,New Jersey,L,Pink,Winter,3.5,Yes,2-Day Shipping,No,No,14,Venmo,Bi-Weekly,Synthetic Data
14893192,30,Male,Hoodie,Clothing,54,Virginia,S,Brown,Winter,3.7,No,Express,No,Yes,11,Cash,Quarterly,Synthetic Data
3264200,52,Male,Sunglasses,Accessories,64,Maine,M,Blue,Summer,2.9,No,Store Pickup,Yes,No,22,Cash,Quarterly,Synthetic Data
11256209,63,Male,Sneakers,Footwear,80,Colorado,M,Violet,Fall,3.0,Yes,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,Synthetic Data
2848815,62,Female,Coat,Outerwear,30,Wyoming,M,Peach,Fall,3.9,No,Store Pickup,No,No,10,Venmo,Bi-Weekly,Synthetic Data
551977,63,Male,Shorts,Clothing,43,Oklahoma,L,Black,Fall,3.8,No,Next Day Air,No,No,29,Credit Card,Weekly,Synthetic Data
9459699,55,Male,Hoodie,Clothing,74,California,M,Turquoise,Spring,3.0,No,Free Shipping,Yes,Yes,25,PayPal,Every 3 Months,Synthetic Data
1237709,51,Male,Jacket,Outerwear,29,New York,M,Gold,Spring,3.0,Yes,Standard,Yes,Yes,12,Bank Transfer,Monthly,Synthetic Data
2558230,63,Male,Coat,Accessories,43,Montana,XL,Teal,Spring,4.5,No,Standard,Yes,Yes,11,Cash,Fortnightly,Synthetic Data
7427239,70,Male,Scarf,Accessories,91,Tennessee,XL,Olive,Fall,4.5,Yes,Express,Yes,Yes,23,Credit Card,Bi-Weekly,Synthetic Data
12605038,63,Male,Gloves,Accessories,30,Tennessee,M,Cyan,Spring,3.1,No,2-Day Shipping,No,No,21,Debit Card,Quarterly,Synthetic Data
12139060,26,Female,Coat,Outerwear,97,Michigan,L,Turquoise,Fall,4.9,No,2-Day Shipping,No,No,5,PayPal,Monthly,Synthetic Data
5682147,40,Female,Sneakers,Footwear,43,Alaska,S,Pink,Spring,3.7,No,2-Day Shipping,No,No,44,Cash,Fortnightly,Synthetic Data
12845986,70,Male,Shoes,Accessories,25,New York,M,Red,Summer,4.2,No,Free Shipping,No,Yes,43,Bank Transfer,Monthly,Synthetic Data
1052985,43,Female,Sweater,Clothing,69,Wisconsin,L,Violet,Fall,3.8,No,2-Day Shipping,No,No,43,PayPal,Every 3 Months,Synthetic Data
11069065,53,Female,Jeans,Clothing,96,South Carolina,S,Gold,Spring,3.6,No,Standard,No,No,5,PayPal,Fortnightly,Synthetic Data
2244687,58,Female,Jacket,Outerwear,45,Georgia,XL,Violet,Winter,2.9,No,Store Pickup,No,No,43,Venmo,Monthly,Synthetic Data
1002145,70,Female,Jewelry,Footwear,95,Delaware,M,Gray,Summer,5.0,No,Standard,No,No,11,Venmo,Monthly,Synthetic Data
5824087,60,Male,Jeans,Clothing,72,Colorado,XL,Red,Winter,4.2,No,Store Pickup,No,No,7,Debit Card,Bi-Weekly,Synthetic Data
10479472,65,Female,Blouse,Clothing,28,Alabama,S,Black,Spring,3.6,No,Next Day Air,No,No,13,Credit Card,Bi-Weekly,Synthetic Data
12730409,52,Male,Handbag,Accessories,30,Kentucky,M,Peach,Spring,3.6,No,2-Day Shipping,Yes,Yes,12,Credit Card,Monthly,Synthetic Data
15993169,54,Male,Shirt,Accessories,42,Washington,S,Violet,Summer,3.7,No,Express,Yes,Yes,44,Cash,Monthly,Synthetic Data
14718896,37,Male,Backpack,Footwear,96,Ohio,L,Cyan,Summer,5.0,Yes,Store Pickup,Yes,Yes,20,Debit Card,Fortnightly,Synthetic Data
11226734,26,Male,Shirt,Accessories,61,Florida,XL,Green,Summer,3.6,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Every 3 Months,Synthetic Data
11564541,70,Male,Belt,Accessories,27,North Carolina,XL,Blue,Fall,4.7,Yes,Next Day Air,Yes,Yes,12,Credit Card,Monthly,Synthetic Data
8361825,40,Female,Hoodie,Clothing,80,Louisiana,L,Silver,Fall,4.6,No,2-Day Shipping,No,No,11,Debit Card,Monthly,Synthetic Data
6236922,59,Female,Sweater,Footwear,33,Arizona,M,Brown,Winter,2.9,No,Express,No,No,42,Debit Card,Every 3 Months,Synthetic Data
7816057,65,Male,Coat,Outerwear,49,Idaho,S,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,31,PayPal,Monthly,Synthetic Data
5999116,27,Male,Belt,Accessories,90,Nevada,S,Charcoal,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Quarterly,Synthetic Data
251667,26,Male,T-shirt,Clothing,51,Pennsylvania,S,Turquoise,Summer,3.8,No,Next Day Air,Yes,Yes,32,Bank Transfer,Bi-Weekly,Synthetic Data
12497001,53,Male,Belt,Outerwear,68,Louisiana,L,Green,Winter,4.8,Yes,Standard,Yes,Yes,5,PayPal,Weekly,Synthetic Data
10821665,55,Female,Coat,Clothing,82,Florida,M,Peach,Summer,4.5,No,Free Shipping,No,No,29,Bank Transfer,Every 3 Months,Synthetic Data
11905336,69,Male,Sweater,Clothing,28,Alabama,M,Olive,Fall,3.7,No,Express,No,No,43,Venmo,Annually,Synthetic Data
3574303,65,Male,Boots,Footwear,70,Wyoming,M,Peach,Summer,5.0,Yes,Next Day Air,Yes,Yes,18,Credit Card,Every 3 Months,Synthetic Data
16016532,38,Male,Sneakers,Footwear,72,New Hampshire,S,Red,Winter,3.7,No,Next Day Air,Yes,Yes,9,PayPal,Monthly,Synthetic Data
2259919,50,Female,Dress,Clothing,80,Michigan,M,Maroon,Winter,3.6,No,2-Day Shipping,No,No,19,Credit Card,Annually,Synthetic Data
6394954,62,Male,Jewelry,Clothing,62,Indiana,S,Charcoal,Summer,5.0,No,Free Shipping,Yes,Yes,30,Bank Transfer,Quarterly,Synthetic Data
6659972,59,Male,T-shirt,Clothing,31,Idaho,M,Red,Summer,4.5,Yes,Free Shipping,Yes,Yes,45,PayPal,Monthly,Synthetic Data
2240548,27,Male,Backpack,Accessories,60,Georgia,M,Cyan,Fall,3.9,Yes,Next Day Air,Yes,Yes,32,Venmo,Fortnightly,Synthetic Data
9409269,30,Male,Skirt,Clothing,94,North Carolina,L,Violet,Winter,3.8,No,Standard,Yes,Yes,44,Venmo,Bi-Weekly,Synthetic Data
4677349,50,Female,Jewelry,Clothing,33,Arizona,L,Red,Fall,3.1,No,2-Day Shipping,No,No,43,Cash,Bi-Weekly,Synthetic Data
1168414,70,Male,Sneakers,Footwear,96,Arkansas,L,Charcoal,Fall,4.6,No,Next Day Air,Yes,Yes,5,Bank Transfer,Weekly,Synthetic Data
14023045,29,Male,Scarf,Accessories,42,Georgia,M,Olive,Spring,3.6,No,2-Day Shipping,No,Yes,33,Cash,Bi-Weekly,Synthetic Data
4013931,70,Male,Shorts,Clothing,97,Maine,L,White,Summer,3.6,No,Standard,Yes,Yes,44,Credit Card,Monthly,Synthetic Data
2807622,63,Male,Backpack,Accessories,29,Illinois,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,45,PayPal,Every 3 Months,Synthetic Data
5716369,59,Female,Backpack,Footwear,95,Delaware,M,Blue,Fall,3.9,No,Store Pickup,No,No,43,Venmo,Weekly,Synthetic Data
6422795,69,Male,Hat,Accessories,25,Oregon,M,Yellow,Fall,3.0,Yes,Express,Yes,Yes,43,PayPal,Monthly,Synthetic Data
11674384,63,Male,Sunglasses,Clothing,61,Idaho,XL,Brown,Fall,3.5,No,Free Shipping,Yes,Yes,21,Credit Card,Weekly,Synthetic Data
1532502,60,Male,Shorts,Clothing,96,New Hampshire,M,Turquoise,Spring,3.8,No,Standard,No,No,43,PayPal,Weekly,Synthetic Data
12062843,70,Female,Sunglasses,Accessories,27,Tennessee,M,Charcoal,Spring,3.8,No,Free Shipping,No,No,12,Cash,Monthly,Synthetic Data
8007343,27,Female,Pants,Clothing,28,West Virginia,L,Black,Winter,3.8,No,Standard,No,No,10,Venmo,Bi-Weekly,Synthetic Data
11990901,48,Male,Jacket,Outerwear,65,Connecticut,S,Peach,Winter,3.0,No,Next Day Air,No,No,3,PayPal,Bi-Weekly,Synthetic Data
6511434,70,Male,Sneakers,Accessories,95,Wyoming,M,Gray,Spring,3.1,Yes,Next Day Air,Yes,Yes,30,Debit Card,Weekly,Synthetic Data
4975738,64,Female,Handbag,Accessories,54,Nebraska,M,Black,Summer,3.8,No,Store Pickup,No,No,22,Bank Transfer,Fortnightly,Synthetic Data
10198915,28,Male,Coat,Outerwear,42,North Dakota,M,Magenta,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,20,PayPal,Every 3 Months,Synthetic Data
1425762,41,Male,Scarf,Accessories,53,Minnesota,L,Magenta,Fall,4.6,Yes,Free Shipping,Yes,Yes,20,PayPal,Annually,Synthetic Data
16254360,62,Male,Blouse,Accessories,43,Kentucky,S,Maroon,Winter,4.5,No,Free Shipping,No,No,31,Cash,Quarterly,Synthetic Data
10714883,40,Male,Jewelry,Clothing,51,Minnesota,XL,Green,Spring,3.7,Yes,Free Shipping,Yes,Yes,32,Credit Card,Monthly,Synthetic Data
6319919,37,Male,Backpack,Accessories,64,Alaska,S,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,18,Debit Card,Fortnightly,Synthetic Data
7163755,26,Male,Sneakers,Footwear,94,Connecticut,L,Gold,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,27,Debit Card,Every 3 Months,Synthetic Data
1091045,39,Female,Shoes,Accessories,45,Alabama,M,Olive,Summer,3.7,No,Express,No,No,4,Cash,Bi-Weekly,Synthetic Data
15699381,52,Male,Coat,Outerwear,42,North Dakota,XL,Violet,Fall,3.1,No,Free Shipping,Yes,No,44,Debit Card,Bi-Weekly,Synthetic Data
12036423,27,Male,Gloves,Accessories,92,Kentucky,S,Olive,Fall,4.6,Yes,Express,Yes,Yes,32,PayPal,Fortnightly,Synthetic Data
10164668,61,Male,Jewelry,Accessories,43,Ohio,L,White,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,30,Venmo,Fortnightly,Synthetic Data
10344409,69,Male,Jacket,Outerwear,78,Virginia,M,White,Fall,5.0,Yes,Free Shipping,Yes,Yes,13,PayPal,Monthly,Synthetic Data
8657845,41,Female,Gloves,Accessories,93,California,M,Orange,Spring,4.9,No,Store Pickup,No,No,30,Credit Card,Monthly,Synthetic Data
13594487,61,Female,Coat,Outerwear,64,Florida,M,Orange,Winter,2.9,No,Express,No,No,11,Credit Card,Bi-Weekly,Synthetic Data
15199799,69,Male,Sneakers,Footwear,60,Indiana,M,Pink,Spring,3.0,No,Standard,Yes,Yes,4,PayPal,Quarterly,Synthetic Data
7784534,29,Female,Handbag,Accessories,31,Illinois,XL,Magenta,Summer,4.7,No,Store Pickup,No,No,13,Cash,Every 3 Months,Synthetic Data
16715575,54,Male,Jewelry,Accessories,27,South Carolina,L,White,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Monthly,Synthetic Data
10700265,70,Female,Blouse,Clothing,94,Louisiana,M,White,Summer,4.6,No,2-Day Shipping,No,No,12,Debit Card,Quarterly,Synthetic Data
2188183,30,Male,Shirt,Clothing,66,Missouri,L,Blue,Summer,5.0,Yes,2-Day Shipping,Yes,Yes,32,Cash,Quarterly,Synthetic Data
14094092,70,Female,Shirt,Clothing,43,Mississippi,M,Cyan,Fall,3.7,No,2-Day Shipping,No,No,27,Credit Card,Monthly,Synthetic Data
1036929,53,Female,Handbag,Accessories,42,Arizona,M,Silver,Winter,4.6,No,Free Shipping,No,No,28,Venmo,Bi-Weekly,Synthetic Data
7382854,62,Male,Dress,Clothing,27,Maine,XL,Peach,Winter,3.6,No,Free Shipping,No,No,25,PayPal,Monthly,Synthetic Data
146914,63,Female,Sunglasses,Accessories,30,Illinois,M,Red,Fall,3.8,No,Express,No,No,45,PayPal,Bi-Weekly,Synthetic Data
9032985,52,Male,Hoodie,Clothing,93,Tennessee,M,Orange,Spring,4.8,No,Standard,No,No,20,PayPal,Fortnightly,Synthetic Data
15932235,28,Male,Belt,Accessories,95,New Jersey,S,Teal,Summer,3.6,Yes,Next Day Air,Yes,Yes,13,Bank Transfer,Monthly,Synthetic Data
10844803,43,Female,Sneakers,Clothing,60,Washington,M,Orange,Summer,3.4,No,Free Shipping,No,No,4,Credit Card,Weekly,Synthetic Data
14199602,41,Male,Blouse,Clothing,51,Rhode Island,S,Maroon,Fall,3.0,No,Free Shipping,No,No,9,Bank Transfer,Weekly,Synthetic Data
9351574,63,Male,Shirt,Clothing,32,Vermont,M,Gold,Summer,3.8,No,2-Day Shipping,No,No,45,Credit Card,Monthly,Synthetic Data
1391200,59,Female,Shoes,Footwear,47,Minnesota,M,Brown,Summer,3.7,No,2-Day Shipping,No,No,23,Bank Transfer,Monthly,Synthetic Data
2049715,48,Male,Shorts,Clothing,75,Connecticut,M,Peach,Winter,3.5,No,Store Pickup,No,No,4,PayPal,Monthly,Synthetic Data
5442837,39,Male,Sweater,Outerwear,78,Alaska,M,Olive,Spring,4.4,Yes,Standard,Yes,Yes,44,Venmo,Fortnightly,Synthetic Data
12164676,40,Male,Hoodie,Clothing,95,Massachusetts,S,Black,Summer,2.9,No,Next Day Air,Yes,Yes,44,PayPal,Fortnightly,Synthetic Data
15801373,70,Female,Shoes,Footwear,93,Louisiana,M,Red,Spring,3.8,No,Express,No,No,14,Cash,Monthly,Synthetic Data
15754359,42,Female,Socks,Clothing,29,Virginia,M,Maroon,Spring,4.5,No,Next Day Air,No,No,23,PayPal,Annually,Synthetic Data
16637672,45,Male,Shirt,Clothing,62,Maine,L,Peach,Fall,3.8,No,2-Day Shipping,No,No,13,Credit Card,Monthly,Synthetic Data
847801,70,Male,Blouse,Clothing,29,Texas,L,Teal,Winter,3.0,No,Standard,No,No,23,Debit Card,Monthly,Synthetic Data
2327177,57,Male,Hat,Accessories,65,New York,M,Green,Spring,3.7,No,Free Shipping,Yes,No,42,PayPal,Fortnightly,Synthetic Data
6259326,38,Male,Blouse,Clothing,28,Arizona,M,Green,Fall,4.9,No,2-Day Shipping,No,No,10,Bank Transfer,Monthly,Synthetic Data
5402485,51,Male,Scarf,Accessories,64,Idaho,S,Turquoise,Spring,3.5,Yes,Next Day Air,Yes,Yes,31,PayPal,Bi-Weekly,Synthetic Data
1018124,69,Male,Shorts,Clothing,53,Delaware,M,Red,Summer,4.6,No,Standard,No,No,29,Debit Card,Every 3 Months,Synthetic Data
11388768,69,Male,Jacket,Outerwear,58,Idaho,M,Violet,Summer,3.8,Yes,Free Shipping,Yes,Yes,3,PayPal,Fortnightly,Synthetic Data
5211628,28,Male,Jewelry,Accessories,24,Kentucky,XL,Blue,Summer,4.7,Yes,Store Pickup,Yes,Yes,12,Cash,Bi-Weekly,Synthetic Data
9827577,62,Female,Sneakers,Footwear,30,Arizona,M,Gold,Spring,3.5,No,Store Pickup,No,No,4,Bank Transfer,Every 3 Months,Synthetic Data
15289780,53,Female,Blouse,Accessories,31,Arkansas,M,Charcoal,Summer,3.5,No,Next Day Air,No,No,43,Cash,Quarterly,Synthetic Data
13149165,49,Female,Sweater,Clothing,97,Wyoming,S,Teal,Winter,3.8,No,Next Day Air,No,No,10,Bank Transfer,Quarterly,Synthetic Data
6714334,40,Male,Jeans,Clothing,65,New Hampshire,M,Peach,Winter,3.0,Yes,Express,Yes,Yes,32,Credit Card,Quarterly,Synthetic Data
14842349,67,Female,Blouse,Outerwear,75,Michigan,XL,Charcoal,Fall,3.0,No,Store Pickup,No,No,29,Credit Card,Every 3 Months,Synthetic Data
3516539,55,Male,Jeans,Clothing,83,Florida,S,Maroon,Winter,4.6,Yes,Free Shipping,Yes,Yes,4,Cash,Annually,Synthetic Data
7003485,28,Male,Sweater,Clothing,93,Michigan,M,Black,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,4,PayPal,Every 3 Months,Synthetic Data
