Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Source
2257997,64,Male,Shoes,Footwear,39,Alabama,M,Cyan,Summer,2.9,No,Free Shipping,No,No,31,PayPal,Bi-Weekly,Synthetic Data
267281,50,Female,Hat,Accessories,80,Delaware,L,Yellow,Spring,4.9,No,Express,No,No,4,PayPal,Weekly,Synthetic Data
9101362,55,Male,Scarf,Accessories,52,Montana,XL,Yellow,Fall,2.9,No,Store Pickup,No,No,27,Debit Card,Monthly,Synthetic Data
7405805,57,Male,Shoes,Footwear,54,Maine,L,Cyan,Winter,4.3,No,Standard,No,No,19,Venmo,Every 3 Months,Synthetic Data
3641305,70,Male,Belt,Accessories,78,South Carolina,XL,Gray,Fall,4.4,Yes,Express,Yes,Yes,31,PayPal,Every 3 Months,Synthetic Data
5470236,27,Female,Sunglasses,Accessories,46,Alabama,M,Charcoal,Summer,3.7,No,Express,No,No,33,Venmo,Weekly,Synthetic Data
13300224,54,Male,Hat,Accessories,92,Delaware,M,Orange,Summer,3.7,Yes,Standard,Yes,Yes,22,Credit Card,Monthly,Synthetic Data
9512563,70,Male,Hoodie,Clothing,42,Ohio,L,Red,Spring,3.7,Yes,Store Pickup,Yes,Yes,44,PayPal,Weekly,Synthetic Data
14310519,27,Female,Sneakers,Footwear,91,California,S,Yellow,Winter,3.6,No,Express,No,No,5,PayPal,Annually,Synthetic Data
12340279,39,Male,Coat,Outerwear,93,Connecticut,M,Teal,Fall,3.1,No,Express,No,No,31,PayPal,Bi-Weekly,Synthetic Data
8689699,62,Male,Hat,Accessories,67,Idaho,XL,Beige,Spring,4.4,No,Store Pickup,No,No,26,Cash,Quarterly,Synthetic Data
4493533,28,Male,Jewelry,Accessories,25,Illinois,M,Blue,Summer,4.1,No,Next Day Air,Yes,Yes,42,PayPal,Monthly,Synthetic Data
10091533,41,Male,Backpack,Accessories,42,Ohio,S,Blue,Spring,2.9,No,Store Pickup,No,No,21,Venmo,Bi-Weekly,Synthetic Data
9265420,53,Female,Sandals,Footwear,44,Oregon,M,Indigo,Fall,3.8,No,Free Shipping,No,No,13,Cash,Every 3 Months,Synthetic Data
5552130,43,Male,T-shirt,Clothing,32,Montana,XL,Cyan,Fall,4.6,Yes,2-Day Shipping,Yes,Yes,4,Bank Transfer,Weekly,Synthetic Data
3760186,41,Male,Scarf,Accessories,58,New Hampshire,XL,Red,Fall,3.0,Yes,Store Pickup,Yes,Yes,43,Cash,Quarterly,Synthetic Data
13661041,61,Female,Shirt,Clothing,41,California,XL,Turquoise,Summer,4.9,No,Standard,No,No,10,Cash,Bi-Weekly,Synthetic Data
1476694,62,Male,Skirt,Clothing,79,Nevada,M,Silver,Fall,4.7,No,Store Pickup,No,No,44,Cash,Every 3 Months,Synthetic Data
7726115,70,Male,Shirt,Clothing,63,Mississippi,M,Silver,Winter,4.4,No,2-Day Shipping,Yes,Yes,30,PayPal,Bi-Weekly,Synthetic Data
13120936,69,Female,Scarf,Accessories,68,Texas,M,Cyan,Fall,4.7,No,Store Pickup,No,No,23,Bank Transfer,Bi-Weekly,Synthetic Data
4284781,70,Male,Sneakers,Footwear,79,Massachusetts,L,Cyan,Winter,5.0,No,Express,No,Yes,44,PayPal,Monthly,Synthetic Data
15742113,62,Female,Backpack,Outerwear,79,South Carolina,M,Charcoal,Spring,5.0,No,Free Shipping,No,No,11,Cash,Quarterly,Synthetic Data
9204864,70,Male,Jacket,Outerwear,94,Maine,XL,Teal,Summer,4.5,Yes,Free Shipping,Yes,Yes,43,Bank Transfer,Quarterly,Synthetic Data
14068211,59,Male,Gloves,Accessories,29,Wisconsin,M,Silver,Summer,4.6,No,2-Day Shipping,No,No,31,Cash,Every 3 Months,Synthetic Data
2402790,69,Male,Scarf,Accessories,91,New Mexico,L,Charcoal,Winter,2.9,Yes,Store Pickup,Yes,Yes,14,PayPal,Weekly,Synthetic Data
16172735,60,Male,T-shirt,Clothing,93,West Virginia,M,Black,Summer,4.9,No,Free Shipping,Yes,Yes,36,Bank Transfer,Bi-Weekly,Synthetic Data
13405445,29,Male,Jeans,Accessories,47,Oregon,S,Silver,Fall,4.7,No,Store Pickup,No,No,10,Bank Transfer,Quarterly,Synthetic Data
3584498,52,Female,Jeans,Clothing,27,Nebraska,M,Peach,Fall,4.9,No,Free Shipping,No,No,32,Cash,Annually,Synthetic Data
4167237,57,Male,Backpack,Accessories,60,Wyoming,L,White,Fall,3.0,No,Store Pickup,Yes,Yes,30,Venmo,Monthly,Synthetic Data
1248134,63,Male,Hoodie,Clothing,78,Louisiana,M,Maroon,Fall,3.8,Yes,Standard,Yes,Yes,3,Debit Card,Fortnightly,Synthetic Data
8916376,54,Female,Shirt,Clothing,58,Pennsylvania,M,Gold,Spring,3.8,No,Free Shipping,No,No,3,PayPal,Monthly,Synthetic Data
10836706,70,Male,Shorts,Clothing,30,Georgia,S,Gold,Fall,4.0,Yes,Next Day Air,No,No,44,PayPal,Weekly,Synthetic Data
15750689,52,Male,Belt,Accessories,56,South Carolina,S,Charcoal,Spring,3.4,No,Express,No,No,44,PayPal,Quarterly,Synthetic Data
6573490,39,Male,Hoodie,Accessories,94,Missouri,M,Red,Fall,4.8,Yes,Store Pickup,No,No,43,Venmo,Monthly,Synthetic Data
12056752,62,Male,Sneakers,Footwear,41,Idaho,M,Gold,Winter,4.5,No,2-Day Shipping,No,No,21,Cash,Bi-Weekly,Synthetic Data
6874775,51,Male,Coat,Outerwear,28,Illinois,M,Violet,Summer,4.7,No,Standard,No,No,42,Debit Card,Bi-Weekly,Synthetic Data
14234636,63,Female,Sneakers,Clothing,60,Arizona,L,Peach,Summer,3.6,No,Free Shipping,No,No,23,Bank Transfer,Fortnightly,Synthetic Data
13425039,38,Male,Handbag,Accessories,41,Minnesota,L,Orange,Winter,4.8,No,2-Day Shipping,No,Yes,14,Credit Card,Monthly,Synthetic Data
561726,38,Male,Jacket,Clothing,29,Kansas,L,White,Winter,4.9,Yes,Free Shipping,Yes,Yes,28,Bank Transfer,Monthly,Synthetic Data
13330731,46,Male,Pants,Clothing,84,Wyoming,M,Green,Winter,3.0,Yes,Next Day Air,Yes,Yes,3,Credit Card,Monthly,Synthetic Data
525908,41,Male,Gloves,Accessories,79,New Mexico,S,Olive,Fall,3.7,No,Next Day Air,Yes,No,30,Bank Transfer,Weekly,Synthetic Data
16421124,63,Female,Sweater,Clothing,64,North Carolina,M,Olive,Spring,3.7,No,Free Shipping,No,No,44,Credit Card,Weekly,Synthetic Data
10337798,40,Male,Hat,Clothing,50,California,XL,Red,Winter,4.5,Yes,Store Pickup,Yes,Yes,26,PayPal,Monthly,Synthetic Data
14439358,62,Male,Shirt,Clothing,89,Kansas,XL,Blue,Summer,3.5,Yes,Store Pickup,Yes,Yes,13,Credit Card,Annually,Synthetic Data
15525047,28,Female,Sunglasses,Accessories,95,North Carolina,M,White,Fall,3.9,No,Store Pickup,No,No,26,Bank Transfer,Quarterly,Synthetic Data
272845,70,Male,Dress,Clothing,95,Alabama,M,Gold,Winter,3.7,No,2-Day Shipping,Yes,Yes,29,PayPal,Fortnightly,Synthetic Data
13609035,68,Male,Pants,Clothing,39,Mississippi,S,Turquoise,Fall,4.4,No,Express,Yes,Yes,21,Credit Card,Monthly,Synthetic Data
3454081,53,Male,Shirt,Clothing,58,Montana,M,Lavender,Winter,2.9,Yes,Standard,Yes,Yes,23,Credit Card,Bi-Weekly,Synthetic Data
10750215,30,Male,Jacket,Outerwear,92,North Dakota,L,Teal,Winter,3.7,Yes,Express,Yes,Yes,32,Cash,Bi-Weekly,Synthetic Data
14834819,61,Male,Jewelry,Accessories,94,Tennessee,L,Peach,Fall,4.7,No,2-Day Shipping,No,No,43,Debit Card,Quarterly,Synthetic Data
3941878,52,Female,Sandals,Footwear,31,Vermont,M,Indigo,Winter,4.4,No,Next Day Air,No,No,9,Debit Card,Fortnightly,Synthetic Data
1926197,57,Male,Sunglasses,Accessories,56,Idaho,XL,Brown,Fall,3.0,No,Next Day Air,No,No,21,Credit Card,Monthly,Synthetic Data
13209784,70,Female,Hoodie,Clothing,65,Washington,M,Peach,Summer,3.0,No,Free Shipping,No,No,34,PayPal,Monthly,Synthetic Data
11776594,28,Male,Scarf,Accessories,45,North Carolina,L,Gray,Summer,3.8,No,Next Day Air,No,No,31,Credit Card,Monthly,Synthetic Data
8329895,64,Male,Skirt,Clothing,40,Arizona,M,Orange,Winter,3.0,No,Express,No,No,33,Credit Card,Weekly,Synthetic Data
7004683,39,Male,Gloves,Footwear,28,New Hampshire,XL,Brown,Winter,3.1,Yes,Next Day Air,Yes,Yes,43,Venmo,Monthly,Synthetic Data
8266516,50,Female,Scarf,Accessories,79,Georgia,S,Olive,Fall,4.4,No,Next Day Air,No,No,22,Bank Transfer,Monthly,Synthetic Data
9872812,52,Male,Skirt,Accessories,67,Idaho,S,Charcoal,Fall,3.8,No,Free Shipping,No,No,42,Credit Card,Weekly,Synthetic Data
8534059,59,Male,Hoodie,Clothing,67,Rhode Island,S,Brown,Winter,3.7,No,Store Pickup,No,No,44,Debit Card,Weekly,Synthetic Data
11591778,68,Male,Sweater,Clothing,30,Kansas,M,White,Fall,3.8,Yes,Next Day Air,Yes,Yes,42,Venmo,Quarterly,Synthetic Data
4227996,60,Female,Sweater,Accessories,63,Maryland,XL,Violet,Spring,3.7,No,Express,No,No,44,PayPal,Monthly,Synthetic Data
10021872,29,Male,Sneakers,Clothing,89,Vermont,S,Beige,Winter,3.4,No,Next Day Air,Yes,No,34,Credit Card,Bi-Weekly,Synthetic Data
5089623,70,Male,Coat,Outerwear,31,New Hampshire,L,Gray,Fall,3.7,Yes,Free Shipping,Yes,Yes,43,PayPal,Fortnightly,Synthetic Data
14296982,60,Male,Sunglasses,Accessories,25,Kentucky,S,Silver,Winter,2.9,No,Free Shipping,Yes,No,29,PayPal,Weekly,Synthetic Data
4056738,39,Male,Handbag,Accessories,64,Kansas,M,Peach,Summer,4.5,No,Store Pickup,Yes,No,29,PayPal,Quarterly,Synthetic Data
2746969,28,Male,Scarf,Accessories,93,Illinois,S,Lavender,Winter,3.7,Yes,Store Pickup,Yes,Yes,30,Bank Transfer,Fortnightly,Synthetic Data
9403669,38,Male,Backpack,Accessories,28,Texas,M,Green,Spring,2.9,No,Store Pickup,Yes,Yes,29,Bank Transfer,Fortnightly,Synthetic Data
3934940,65,Male,Backpack,Accessories,91,Nevada,M,Blue,Summer,3.1,Yes,Store Pickup,Yes,Yes,30,Cash,Bi-Weekly,Synthetic Data
15731498,61,Male,Pants,Clothing,60,Iowa,S,Gray,Summer,4.6,No,Standard,No,No,27,Bank Transfer,Quarterly,Synthetic Data
8343450,62,Male,Sunglasses,Accessories,39,Virginia,M,Olive,Winter,4.7,No,Free Shipping,No,No,21,Cash,Weekly,Synthetic Data
786865,66,Female,Belt,Clothing,35,Alabama,L,Teal,Spring,2.9,No,Standard,No,No,6,Bank Transfer,Bi-Weekly,Synthetic Data
15910095,69,Male,Jeans,Outerwear,96,Hawaii,M,Teal,Summer,3.0,No,Standard,No,No,43,Cash,Monthly,Synthetic Data
9674103,50,Male,Belt,Accessories,55,Connecticut,S,Olive,Fall,4.5,Yes,Store Pickup,Yes,Yes,14,PayPal,Bi-Weekly,Synthetic Data
14784273,28,Male,Handbag,Accessories,76,Mississippi,L,White,Summer,3.9,Yes,Express,Yes,Yes,28,PayPal,Every 3 Months,Synthetic Data
15138676,28,Female,Sneakers,Footwear,95,Maine,M,Olive,Winter,4.6,No,2-Day Shipping,No,No,11,Bank Transfer,Every 3 Months,Synthetic Data
5614226,39,Male,Jacket,Outerwear,30,Connecticut,M,Beige,Fall,3.0,No,Store Pickup,No,No,43,Debit Card,Monthly,Synthetic Data
10401759,54,Male,Scarf,Clothing,51,New Mexico,M,Gray,Spring,3.7,Yes,Store Pickup,Yes,Yes,31,Bank Transfer,Bi-Weekly,Synthetic Data
4899674,27,Male,Pants,Clothing,92,Pennsylvania,M,Gray,Summer,5.0,Yes,Free Shipping,Yes,Yes,30,PayPal,Quarterly,Synthetic Data
13535800,41,Female,Shorts,Clothing,26,New Hampshire,S,Gold,Summer,2.9,No,Standard,No,No,45,Venmo,Weekly,Synthetic Data
624088,39,Male,Skirt,Outerwear,56,Wisconsin,L,Pink,Spring,3.8,Yes,Store Pickup,Yes,Yes,11,Venmo,Quarterly,Synthetic Data
10631133,54,Male,Blouse,Clothing,64,Oregon,S,Maroon,Fall,3.0,No,Next Day Air,Yes,Yes,21,Debit Card,Bi-Weekly,Synthetic Data
880791,28,Female,Shirt,Accessories,46,Ohio,L,Lavender,Spring,4.9,No,Store Pickup,No,No,27,Credit Card,Every 3 Months,Synthetic Data
16014029,41,Male,Pants,Clothing,43,Wyoming,M,White,Summer,4.6,Yes,Next Day Air,Yes,Yes,31,Venmo,Quarterly,Synthetic Data
440008,51,Female,Shorts,Clothing,40,Washington,M,Gold,Summer,4.9,No,Store Pickup,No,No,30,PayPal,Fortnightly,Synthetic Data
4469743,56,Male,Sweater,Clothing,73,Georgia,M,Black,Winter,3.0,Yes,Free Shipping,Yes,Yes,42,Credit Card,Monthly,Synthetic Data
14658819,62,Male,Boots,Footwear,95,Nebraska,M,Orange,Fall,4.6,No,Free Shipping,No,No,16,Venmo,Fortnightly,Synthetic Data
15069269,55,Female,Blouse,Clothing,42,Utah,M,Violet,Fall,3.8,No,Store Pickup,No,No,9,Debit Card,Fortnightly,Synthetic Data
16734450,58,Male,Jacket,Clothing,31,Nevada,S,Silver,Fall,2.9,No,Next Day Air,No,No,43,Credit Card,Every 3 Months,Synthetic Data
13747320,30,Female,Backpack,Footwear,93,Massachusetts,L,White,Fall,3.8,No,2-Day Shipping,No,No,4,Debit Card,Weekly,Synthetic Data
5166595,69,Male,Hoodie,Clothing,81,Louisiana,M,Teal,Spring,3.7,Yes,Free Shipping,Yes,Yes,24,PayPal,Annually,Synthetic Data
10538293,63,Male,Boots,Footwear,52,Utah,XL,Red,Fall,4.7,No,Store Pickup,No,No,13,Debit Card,Bi-Weekly,Synthetic Data
13225035,42,Male,Boots,Footwear,45,California,L,Red,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,43,Debit Card,Weekly,Synthetic Data
2867561,61,Female,Hat,Accessories,25,Arizona,XL,Red,Winter,2.9,No,Standard,No,No,28,PayPal,Weekly,Synthetic Data
214172,42,Male,Sweater,Clothing,42,Arkansas,L,Red,Winter,2.9,Yes,Standard,Yes,Yes,33,Debit Card,Fortnightly,Synthetic Data
12557723,70,Male,Sneakers,Footwear,57,Virginia,XL,Magenta,Fall,4.7,Yes,Free Shipping,Yes,Yes,13,Bank Transfer,Fortnightly,Synthetic Data
6383075,54,Male,Pants,Clothing,58,New Jersey,L,Cyan,Winter,5.0,Yes,2-Day Shipping,Yes,Yes,10,PayPal,Bi-Weekly,Synthetic Data
12805271,61,Male,Jewelry,Accessories,67,Texas,M,Blue,Summer,3.9,Yes,Free Shipping,Yes,Yes,28,Cash,Quarterly,Synthetic Data
1504606,62,Male,Sandals,Accessories,47,Utah,L,Lavender,Fall,4.6,Yes,Next Day Air,Yes,Yes,19,Cash,Quarterly,Synthetic Data
14856876,52,Female,Sunglasses,Accessories,69,North Carolina,L,Blue,Spring,3.7,No,Standard,No,No,33,PayPal,Monthly,Synthetic Data
2195055,41,Male,Shirt,Clothing,80,Texas,M,Purple,Spring,3.7,Yes,Standard,Yes,Yes,27,Bank Transfer,Monthly,Synthetic Data
1541351,63,Male,Shorts,Accessories,57,Washington,M,Orange,Spring,3.7,No,Express,Yes,No,34,Cash,Bi-Weekly,Synthetic Data
4807682,40,Male,Jewelry,Accessories,50,Indiana,L,Red,Spring,5.0,Yes,Free Shipping,Yes,Yes,25,Cash,Monthly,Synthetic Data
